State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Under Age 18",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Under Age 18",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Ages 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Ages 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Ages 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Ages 0-4",90% CI Lower Bound,90% CI Upper Bound
5,15,AR,Carroll County,"5,467","4,561","6,373",20,16.7,23.3,"1,860","1,460","2,260",30.6,24,37.2,"1,309","1,023","1,595",29.2,22.8,35.6,34096.00,"31,432","36,760",.,.,.,.,.,.
5,17,AR,Chicot County,"3,964","3,332","4,596",37,31.1,42.9,"1,299","1,041","1,557",49.5,39.7,59.3,912,730,"1,094",50.9,40.7,61.1,26911.00,"24,340","29,482",.,.,.,.,.,.
5,19,AR,Clark County,"5,343","4,525","6,161",26.6,22.5,30.7,"1,402","1,132","1,672",32,25.8,38.2,926,730,"1,122",28.9,22.8,35,34482.00,"31,273","37,691",.,.,.,.,.,.
5,21,AR,Clay County,"3,466","2,870","4,062",22.4,18.6,26.2,"1,063",848,"1,278",31.9,25.4,38.4,740,588,892,29.3,23.3,35.3,32642.00,"29,824","35,460",.,.,.,.,.,.
5,23,AR,Cleburne County,"4,302","3,554","5,050",16.9,14,19.8,"1,380","1,113","1,647",27.6,22.3,32.9,881,679,"1,083",23.7,18.3,29.1,41337.00,"38,077","44,597",.,.,.,.,.,.
5,25,AR,Cleveland County,"1,475","1,183","1,767",17.2,13.8,20.6,525,411,639,25.7,20.1,31.3,360,280,440,23.2,18,28.4,41338.00,"37,449","45,227",.,.,.,.,.,.
5,27,AR,Columbia County,"5,598","4,644","6,552",24.5,20.3,28.7,"1,829","1,496","2,162",34.3,28,40.6,"1,200",947,"1,453",31.3,24.7,37.9,35024.00,"31,797","38,251",.,.,.,.,.,.
5,29,AR,Conway County,"4,801","4,191","5,411",22.9,20,25.8,"1,614","1,359","1,869",33.2,28,38.4,"1,033",840,"1,226",29.1,23.7,34.5,35832.00,"32,950","38,714",.,.,.,.,.,.
5,31,AR,Craighead County,"16,913","14,759","19,067",17.6,15.4,19.8,"6,069","5,033","7,105",24.8,20.6,29,"4,120","3,280","4,960",23.8,18.9,28.7,42437.00,"39,547","45,327",.,.,.,.,.,.
5,33,AR,Crawford County,"13,261","11,574","14,948",21.7,18.9,24.5,"5,139","4,421","5,857",33.1,28.5,37.7,"3,593","3,065","4,121",30.7,26.2,35.2,39367.00,"36,175","42,559",.,.,.,.,.,.
5,35,AR,Crittenden County,"11,851","9,801","13,901",24,19.8,28.2,"4,967","3,990","5,944",35.2,28.3,42.1,"3,490","2,780","4,200",34.3,27.3,41.3,36588.00,"33,775","39,401",.,.,.,.,.,.
5,37,AR,Cross County,"3,459","2,767","4,151",19.9,15.9,23.9,"1,299",998,"1,600",30.1,23.1,37.1,915,698,"1,132",29.1,22.2,36,35839.00,"32,580","39,098",.,.,.,.,.,.
5,39,AR,Dallas County,"1,738","1,382","2,094",23,18.3,27.7,618,485,751,36.7,28.8,44.6,427,333,521,35.7,27.8,43.6,30984.00,"28,363","33,605",.,.,.,.,.,.
5,41,AR,Desha County,"3,408","2,718","4,098",27.4,21.9,32.9,"1,354","1,055","1,653",42.4,33,51.8,928,715,"1,141",39.8,30.6,49,30298.00,"27,427","33,169",.,.,.,.,.,.
5,43,AR,Drew County,"4,378","3,651","5,105",24.7,20.6,28.8,"1,382","1,114","1,650",33,26.6,39.4,905,710,"1,100",29.8,23.4,36.2,33682.00,"30,552","36,812",.,.,.,.,.,.
5,45,AR,Faulkner County,"16,451","14,125","18,777",14.4,12.4,16.4,"4,734","3,728","5,740",16.8,13.2,20.4,"3,319","2,583","4,055",16.4,12.8,20,49843.00,"46,656","53,030",.,.,.,.,.,.
5,47,AR,Franklin County,"3,310","2,643","3,977",18.6,14.8,22.4,"1,167",903,"1,431",27.2,21,33.4,789,604,974,25.3,19.4,31.2,39763.00,"36,432","43,094",.,.,.,.,.,.
5,49,AR,Fulton County,"2,847","2,285","3,409",23.5,18.9,28.1,904,717,"1,091",36.3,28.8,43.8,630,500,760,34.1,27.1,41.1,31988.00,"29,097","34,879",.,.,.,.,.,.
5,51,AR,Garland County,"18,889","16,274","21,504",19.8,17.1,22.5,"6,369","5,277","7,461",32.2,26.7,37.7,"4,244","3,423","5,065",29.9,24.1,35.7,39617.00,"37,212","42,022",.,.,.,.,.,.
5,53,AR,Grant County,"2,223","1,749","2,697",12.5,9.8,15.2,784,600,968,18.7,14.3,23.1,504,375,633,16.1,12,20.2,47421.00,"43,588","51,254",.,.,.,.,.,.
5,55,AR,Greene County,"8,223","6,997","9,449",19.4,16.5,22.3,"2,779","2,227","3,331",26.1,20.9,31.3,"1,816","1,415","2,217",23.4,18.2,28.6,38771.00,"35,445","42,097",.,.,.,.,.,.
5,57,AR,Hempstead County,"6,401","5,496","7,306",29,24.9,33.1,"2,507","2,107","2,907",43.1,36.2,50,"1,789","1,514","2,064",43,36.4,49.6,32292.00,"29,161","35,423",.,.,.,.,.,.
5,59,AR,Hot Spring County,"5,801","4,669","6,933",18.6,15,22.2,"2,094","1,656","2,532",29.4,23.3,35.5,"1,469","1,157","1,781",28.1,22.1,34.1,41754.00,"38,935","44,573",.,.,.,.,.,.
5,61,AR,Howard County,"2,686","2,162","3,210",19.9,16,23.8,"1,009",789,"1,229",28.8,22.5,35.1,676,522,830,26.8,20.7,32.9,33049.00,"29,980","36,118",.,.,.,.,.,.
5,63,AR,Independence County,"7,036","6,012","8,060",19.5,16.7,22.3,"2,316","1,846","2,786",26.6,21.2,32,"1,595","1,255","1,935",25.5,20.1,30.9,37818.00,"34,470","41,166",.,.,.,.,.,.
5,65,AR,Izard County,"3,125","2,557","3,693",24.6,20.1,29.1,885,705,"1,065",35.8,28.5,43.1,600,470,730,31.8,24.9,38.7,29663.00,"27,244","32,082",.,.,.,.,.,.
5,67,AR,Jackson County,"4,151","3,469","4,833",26.7,22.3,31.1,"1,397","1,149","1,645",39,32.1,45.9,935,755,"1,115",35.4,28.6,42.2,30604.00,"28,098","33,110",.,.,.,.,.,.
5,69,AR,Jefferson County,"16,684","14,290","19,078",23.9,20.5,27.3,"5,985","4,888","7,082",34.6,28.3,40.9,"4,107","3,311","4,903",32.4,26.1,38.7,36346.00,"34,294","38,398",.,.,.,.,.,.
5,71,AR,Johnson County,"4,550","3,596","5,504",18,14.2,21.8,"1,716","1,327","2,105",27.1,21,33.2,"1,185",909,"1,461",26.1,20,32.2,34322.00,"31,629","37,015",.,.,.,.,.,.
5,73,AR,Lafayette County,"2,085","1,709","2,461",28.5,23.4,33.6,640,505,775,40.3,31.8,48.8,438,342,534,36.7,28.6,44.8,28857.00,"26,129","31,585",.,.,.,.,.,.
5,75,AR,Lawrence County,"4,069","3,387","4,751",25,20.8,29.2,"1,284","1,016","1,552",34.3,27.1,41.5,864,666,"1,062",30.4,23.4,37.4,29229.00,"27,074","31,384",.,.,.,.,.,.
5,77,AR,Lee County,"3,271","2,589","3,953",38.6,30.5,46.7,950,738,"1,162",46.7,36.3,57.1,643,493,793,43,32.9,53.1,26046.00,"23,513","28,579",.,.,.,.,.,.
5,79,AR,Lincoln County,"3,421","2,794","4,048",32.9,26.9,38.9,835,660,"1,010",32.6,25.8,39.4,565,441,689,29.6,23.1,36.1,36222.00,"32,800","39,644",.,.,.,.,.,.
5,81,AR,Little River County,"2,399","1,919","2,879",18.8,15,22.6,819,646,992,27.7,21.8,33.6,563,442,684,25,19.6,30.4,35406.00,"32,135","38,677",.,.,.,.,.,.
5,83,AR,Logan County,"4,499","3,664","5,334",20.9,17,24.8,"1,586","1,244","1,928",31.4,24.6,38.2,"1,076",832,"1,320",28.6,22.1,35.1,33850.00,"31,261","36,439",.,.,.,.,.,.
5,85,AR,Lonoke County,"8,574","6,969","10,179",12.4,10.1,14.7,"3,363","2,660","4,066",18.1,14.3,21.9,"2,335","1,833","2,837",16.8,13.2,20.4,51212.00,"49,511","52,913",.,.,.,.,.,.
5,87,AR,Madison County,"3,290","2,685","3,895",21.2,17.3,25.1,"1,174",940,"1,408",32.2,25.8,38.6,813,645,981,29.9,23.7,36.1,33428.00,"30,439","36,417",.,.,.,.,.,.
5,89,AR,Marion County,"3,499","2,830","4,168",21.4,17.3,25.5,"1,046",825,"1,267",37.1,29.3,44.9,709,547,871,33.9,26.1,41.7,31516.00,"28,842","34,190",.,.,.,.,.,.
5,91,AR,Miller County,"8,822","7,386","10,258",20.9,17.5,24.3,"3,323","2,698","3,948",31.9,25.9,37.9,"2,298","1,839","2,757",31.4,25.1,37.7,38225.00,"35,882","40,568",.,.,.,.,.,.
5,93,AR,Mississippi County,"11,437","9,606","13,268",25.6,21.5,29.7,"4,331","3,481","5,181",35.1,28.2,42,"2,902","2,269","3,535",32.1,25.1,39.1,34058.00,"31,475","36,641",.,.,.,.,.,.
5,95,AR,Monroe County,"2,112","1,682","2,542",27.3,21.7,32.9,735,574,896,42.8,33.4,52.2,500,385,615,39.8,30.6,49,29032.00,"26,522","31,542",.,.,.,.,.,.
5,97,AR,Montgomery County,"2,212","1,782","2,642",24,19.3,28.7,678,534,822,36.7,28.9,44.5,468,364,572,33.6,26.1,41.1,32779.00,"29,951","35,607",.,.,.,.,.,.
5,99,AR,Nevada County,"2,252","1,837","2,667",25.7,21,30.4,743,584,902,35.8,28.2,43.4,503,391,615,34.1,26.5,41.7,32107.00,"28,922","35,292",.,.,.,.,.,.
5,101,AR,Newton County,"2,169","1,802","2,536",27.1,22.5,31.7,659,526,792,41,32.7,49.3,461,365,557,37.9,30,45.8,29316.00,"26,541","32,091",.,.,.,.,.,.
5,103,AR,Ouachita County,"5,457","4,463","6,451",21.9,17.9,25.9,"1,945","1,539","2,351",33.7,26.7,40.7,"1,322","1,030","1,614",32.2,25.1,39.3,32749.00,"30,211","35,287",.,.,.,.,.,.
5,105,AR,Perry County,"1,713","1,330","2,096",16.8,13.1,20.5,599,460,738,26.9,20.7,33.1,421,321,521,26.1,19.9,32.3,40119.00,"36,422","43,816",.,.,.,.,.,.
5,107,AR,Phillips County,"8,008","6,800","9,216",39,33.1,44.9,"3,085","2,560","3,610",54.3,45,63.6,"2,157","1,782","2,532",53.3,44,62.6,26013.00,"23,579","28,447",.,.,.,.,.,.
5,109,AR,Pike County,"2,504","2,060","2,948",22.7,18.7,26.7,907,727,"1,087",34.2,27.4,41,609,477,741,31.1,24.4,37.8,33144.00,"30,605","35,683",.,.,.,.,.,.
5,111,AR,Poinsett County,"6,684","5,765","7,603",27.9,24.1,31.7,"2,400","2,026","2,774",41.3,34.9,47.7,"1,579","1,289","1,869",37.6,30.7,44.5,32248.00,"29,162","35,334",.,.,.,.,.,.
5,113,AR,Polk County,"4,655","3,744","5,566",23,18.5,27.5,"1,717","1,372","2,062",36.5,29.2,43.8,"1,215",977,"1,453",35,28.2,41.8,31749.00,"28,879","34,619",.,.,.,.,.,.
5,115,AR,Pope County,"10,523","8,602","12,444",17.9,14.6,21.2,"3,562","2,834","4,290",25.4,20.2,30.6,"2,556","2,052","3,060",25.5,20.5,30.5,40206.00,"37,317","43,095",.,.,.,.,.,.
5,117,AR,Prairie County,"1,797","1,474","2,120",21.6,17.7,25.5,602,484,720,34,27.3,40.7,407,320,494,30.5,24,37,36191.00,"32,785","39,597",.,.,.,.,.,.
5,119,AR,Pulaski County,"70,751","64,332","77,170",18.6,16.9,20.3,"25,453","22,393","28,513",27.9,24.5,31.3,"16,826","14,453","19,199",26.1,22.4,29.8,44819.00,"42,432","47,206",.,.,.,.,.,.
5,121,AR,Randolph County,"3,779","3,027","4,531",21.6,17.3,25.9,"1,246",979,"1,513",31.7,24.9,38.5,846,650,"1,042",29.6,22.7,36.5,33870.00,"30,816","36,924",.,.,.,.,.,.
5,123,AR,St. Francis County,"7,666","6,038","9,294",32.3,25.4,39.2,"2,777","2,153","3,401",43.3,33.6,53,"1,980","1,536","2,424",42.9,33.3,52.5,32932.00,"30,893","34,971",.,.,.,.,.,.
5,125,AR,Saline County,"10,771","8,691","12,851",9.7,7.8,11.6,"3,986","3,098","4,874",15.1,11.7,18.5,"2,752","2,108","3,396",14.1,10.8,17.4,57787.00,"54,551","61,023",.,.,.,.,.,.
5,127,AR,Scott County,"2,646","2,154","3,138",24.4,19.9,28.9,"1,015",800,"1,230",38.1,30,46.2,694,545,843,35.3,27.7,42.9,30630.00,"27,830","33,430",.,.,.,.,.,.
5,129,AR,Searcy County,"2,248","1,807","2,689",28.4,22.8,34,716,566,866,45.1,35.7,54.5,494,383,605,41.3,32,50.6,26330.00,"23,786","28,874",.,.,.,.,.,.
5,131,AR,Sebastian County,"25,049","22,004","28,094",20,17.6,22.4,"9,441","8,019","10,863",30.2,25.7,34.7,"6,356","5,309","7,403",28.4,23.7,33.1,38730.00,"36,146","41,314",.,.,.,.,.,.
5,133,AR,Sevier County,"4,203","3,527","4,879",24.8,20.8,28.8,"1,737","1,422","2,052",35.3,28.9,41.7,"1,226","1,002","1,450",35,28.6,41.4,32662.00,"30,123","35,201",.,.,.,.,.,.
5,135,AR,Sharp County,"4,103","3,339","4,867",24.4,19.9,28.9,"1,169",897,"1,441",33.1,25.4,40.8,843,646,"1,040",32,24.5,39.5,30076.00,"27,606","32,546",.,.,.,.,.,.
5,137,AR,Stone County,"3,040","2,457","3,623",24.3,19.6,29,987,773,"1,201",38.6,30.2,47,663,510,816,34.3,26.4,42.2,28442.00,"25,728","31,156",.,.,.,.,.,.
5,139,AR,Union County,"8,025","6,787","9,263",19.9,16.8,23,"2,924","2,376","3,472",30.2,24.5,35.9,"2,022","1,612","2,432",28.8,23,34.6,40026.00,"37,315","42,737",.,.,.,.,.,.
5,141,AR,Van Buren County,"3,315","2,692","3,938",19.8,16.1,23.5,996,780,"1,212",30,23.5,36.5,704,548,860,28.3,22,34.6,35876.00,"32,545","39,207",.,.,.,.,.,.
5,143,AR,Washington County,"39,193","35,352","43,034",19.3,17.4,21.2,"12,947","11,164","14,730",24.4,21,27.8,"8,490","7,190","9,790",22.8,19.3,26.3,41856.00,"39,910","43,802",.,.,.,.,.,.
5,145,AR,White County,"14,564","12,602","16,526",19.4,16.8,22,"4,625","3,769","5,481",25.2,20.5,29.9,"3,152","2,539","3,765",23.7,19.1,28.3,40950.00,"37,530","44,370",.,.,.,.,.,.
5,147,AR,Woodruff County,"1,964","1,597","2,331",28.1,22.8,33.4,629,497,761,39.6,31.3,47.9,427,333,521,36.6,28.5,44.7,29184.00,"26,681","31,687",.,.,.,.,.,.
5,149,AR,Yell County,"4,645","3,872","5,418",21.6,18,25.2,"1,794","1,460","2,128",32.5,26.5,38.5,"1,277","1,047","1,507",31.9,26.2,37.6,38322.00,"35,769","40,875",.,.,.,.,.,.
6,0,CA,California,"6,323,433","6,274,914","6,371,952",17,16.9,17.1,"2,164,589","2,135,262","2,193,916",23.8,23.5,24.1,"1,499,768","1,474,007","1,525,529",22.8,22.4,23.2,58322.00,"57,972","58,672","625,906","612,806","639,006",25.1,24.6,25.6
6,1,CA,Alameda County,"200,101","189,366","210,836",13.1,12.4,13.8,"58,641","53,903","63,379",17.3,15.9,18.7,"39,621","36,110","43,132",16.4,14.9,17.9,70209.00,"68,893","71,525",.,.,.,.,.,.
6,3,CA,Alpine County,217,174,260,19.3,15.4,23.2,66,51,81,29.1,22.4,35.8,44,34,54,23.5,17.9,29.1,46336.00,"41,770","50,902",.,.,.,.,.,.
6,5,CA,Amador County,"4,425","3,607","5,243",13.3,10.8,15.8,"1,084",857,"1,311",18.5,14.6,22.4,746,586,906,16.7,13.1,20.3,51388.00,"46,902","55,874",.,.,.,.,.,.
6,7,CA,Butte County,"47,341","42,954","51,728",21.8,19.8,23.8,"12,092","10,339","13,845",27.1,23.2,31,"8,355","7,051","9,659",25.8,21.8,29.8,40748.00,"38,995","42,501",.,.,.,.,.,.
6,9,CA,Calaveras County,"6,249","5,090","7,408",14.1,11.5,16.7,"1,686","1,325","2,047",20.9,16.4,25.4,"1,157",903,"1,411",18.5,14.4,22.6,50962.00,"46,767","55,157",.,.,.,.,.,.
6,11,CA,Colusa County,"2,835","2,279","3,391",13.4,10.8,16,"1,254","1,005","1,503",20.2,16.2,24.2,849,675,"1,023",19.2,15.3,23.1,49871.00,"45,865","53,877",.,.,.,.,.,.
6,13,CA,Contra Costa County,"118,696","109,674","127,718",11.1,10.3,11.9,"37,201","33,094","41,308",14.5,12.9,16.1,"25,542","22,581","28,503",13.4,11.9,14.9,74208.00,"72,512","75,904",.,.,.,.,.,.
6,15,CA,Del Norte County,"5,979","4,805","7,153",24.2,19.4,29,"1,884","1,482","2,286",32.4,25.5,39.3,"1,303","1,015","1,591",31.2,24.3,38.1,37305.00,"34,505","40,105",.,.,.,.,.,.
6,17,CA,El Dorado County,"16,708","13,992","19,424",9.3,7.8,10.8,"4,724","3,782","5,666",12.2,9.8,14.6,"3,239","2,578","3,900",10.8,8.6,13,68446.00,"65,262","71,630",.,.,.,.,.,.
6,19,CA,Fresno County,"263,134","251,496","274,772",28.2,27,29.4,"110,042","103,924","116,160",40.1,37.9,42.3,"73,164","68,558","77,770",37.5,35.1,39.9,41563.00,"40,498","42,628",.,.,.,.,.,.
6,21,CA,Glenn County,"4,777","3,889","5,665",17.3,14.1,20.5,"2,010","1,584","2,436",26.3,20.7,31.9,"1,385","1,081","1,689",25.3,19.8,30.8,41201.00,"37,623","44,779",.,.,.,.,.,.
6,23,CA,Humboldt County,"28,883","25,720","32,046",22,19.6,24.4,"7,067","5,948","8,186",27.2,22.9,31.5,"4,704","3,917","5,491",25.5,21.2,29.8,39837.00,"37,599","42,075",.,.,.,.,.,.
6,25,CA,Imperial County,"38,189","33,492","42,886",22.8,20,25.6,"16,597","14,184","19,010",33,28.2,37.8,"11,650","9,801","13,499",32.4,27.3,37.5,38185.00,"35,207","41,163",.,.,.,.,.,.
6,27,CA,Inyo County,"2,139","1,682","2,596",11.8,9.3,14.3,741,572,910,19.2,14.8,23.6,507,387,627,18.5,14.1,22.9,45748.00,"42,058","49,438",.,.,.,.,.,.
6,29,CA,Kern County,"195,433","183,066","207,800",23.7,22.2,25.2,"84,192","78,107","90,277",33.3,30.9,35.7,"57,979","53,573","62,385",32.4,29.9,34.9,45599.00,"43,840","47,358",.,.,.,.,.,.
6,31,CA,Kings County,"28,388","24,663","32,113",21.5,18.7,24.3,"11,586","9,858","13,314",27.9,23.7,32.1,"7,710","6,478","8,942",26.7,22.4,31,45464.00,"42,762","48,166",.,.,.,.,.,.
6,33,CA,Lake County,"15,790","14,046","17,534",25.1,22.3,27.9,"4,087","3,391","4,783",31.5,26.1,36.9,"2,882","2,389","3,375",30.8,25.5,36.1,35437.00,"32,213","38,661",.,.,.,.,.,.
6,35,CA,Lassen County,"5,405","4,425","6,385",22.4,18.3,26.5,"1,270","1,051","1,489",22.4,18.5,26.3,814,664,964,19.7,16.1,23.3,47480.00,"44,074","50,886",.,.,.,.,.,.
6,37,CA,Los Angeles County,"1,873,522","1,834,724","1,912,320",19.1,18.7,19.5,"633,448","614,828","652,068",27.3,26.5,28.1,"442,490","428,614","456,366",26.4,25.6,27.2,52929.00,"52,413","53,445",.,.,.,.,.,.
6,39,CA,Madera County,"33,785","29,598","37,972",23.3,20.4,26.2,"14,991","12,898","17,084",35.4,30.5,40.3,"9,730","8,163","11,297",32,26.8,37.2,42054.00,"39,512","44,596",.,.,.,.,.,.
6,41,CA,Marin County,"21,058","17,892","24,224",8.5,7.2,9.8,"5,377","4,339","6,415",10.3,8.3,12.3,"3,681","2,958","4,404",9.5,7.6,11.4,88654.00,"84,146","93,162",.,.,.,.,.,.
6,43,CA,Mariposa County,"3,260","2,735","3,785",18.4,15.4,21.4,766,607,925,25.1,19.9,30.3,537,421,653,23.7,18.6,28.8,43166.00,"39,363","46,969",.,.,.,.,.,.
6,45,CA,Mendocino County,"18,375","16,101","20,649",21.3,18.7,23.9,"5,900","5,003","6,797",31.4,26.6,36.2,"4,294","3,644","4,944",31.9,27.1,36.7,41088.00,"37,836","44,340",.,.,.,.,.,.
6,47,CA,Merced County,"62,055","56,612","67,498",24.2,22.1,26.3,"28,282","25,585","30,979",35.6,32.2,39,"20,391","18,444","22,338",35.4,32,38.8,42552.00,"39,854","45,250",.,.,.,.,.,.
6,49,CA,Modoc County,"1,772","1,391","2,153",19.6,15.4,23.8,593,460,726,31.3,24.3,38.3,404,310,498,28.4,21.8,35,36724.00,"33,430","40,018",.,.,.,.,.,.
6,51,CA,Mono County,"1,626","1,272","1,980",11.5,9,14,496,388,604,17,13.3,20.7,337,261,413,16.2,12.6,19.8,53067.00,"48,134","58,000",.,.,.,.,.,.
6,53,CA,Monterey County,"73,768","67,368","80,168",18.1,16.5,19.7,"30,270","27,161","33,379",27.1,24.3,29.9,"20,285","18,063","22,507",26,23.2,28.8,56038.00,"53,414","58,662",.,.,.,.,.,.
6,55,CA,Napa County,"13,111","10,898","15,324",9.7,8.1,11.3,"4,316","3,436","5,196",14,11.2,16.8,"2,889","2,255","3,523",12.7,9.9,15.5,65698.00,"61,873","69,523",.,.,.,.,.,.
6,57,CA,Nevada County,"11,579","9,663","13,495",11.9,9.9,13.9,"3,106","2,475","3,737",17.6,14,21.2,"2,107","1,656","2,558",15.7,12.3,19.1,54230.00,"50,116","58,344",.,.,.,.,.,.
6,59,CA,Orange County,"396,951","379,075","414,827",13,12.4,13.6,"130,230","121,645","138,815",18,16.8,19.2,"92,740","86,601","98,879",17.5,16.3,18.7,71866.00,"71,125","72,607",.,.,.,.,.,.
6,61,CA,Placer County,"32,697","28,626","36,768",9.1,8,10.2,"9,794","8,221","11,367",11.6,9.7,13.5,"6,629","5,540","7,718",10.4,8.7,12.1,69521.00,"67,174","71,868",.,.,.,.,.,.
6,63,CA,Plumas County,"2,833","2,303","3,363",14.9,12.1,17.7,777,620,934,23.5,18.8,28.2,526,415,637,21.6,17,26.2,46450.00,"42,406","50,494",.,.,.,.,.,.
6,65,CA,Riverside County,"398,252","381,831","414,673",17.8,17.1,18.5,"151,799","143,474","160,124",24.8,23.4,26.2,"107,604","101,451","113,757",24,22.6,25.4,52416.00,"51,253","53,579",.,.,.,.,.,.
6,67,CA,Sacramento County,"279,494","267,826","291,162",19.5,18.7,20.3,"95,891","90,279","101,503",26.8,25.2,28.4,"65,753","61,387","70,119",25.6,23.9,27.3,52617.00,"51,446","53,788",.,.,.,.,.,.
6,69,CA,San Benito County,"7,201","5,860","8,542",12.8,10.4,15.2,"2,827","2,269","3,385",18.1,14.5,21.7,"1,906","1,507","2,305",16.4,13,19.8,60577.00,"56,412","64,742",.,.,.,.,.,.
6,71,CA,San Bernardino County,"415,927","396,981","434,873",20.4,19.5,21.3,"162,732","153,399","172,065",28.2,26.6,29.8,"111,227","104,056","118,398",26.5,24.8,28.2,50603.00,"49,687","51,519",.,.,.,.,.,.
6,73,CA,San Diego County,"465,651","445,790","485,512",15.1,14.5,15.7,"142,756","133,473","152,039",19.9,18.6,21.2,"100,863","93,734","107,992",19.8,18.4,21.2,60235.00,"59,391","61,079",.,.,.,.,.,.
6,75,CA,San Francisco County,"120,702","113,150","128,254",14.9,14,15.8,"17,679","14,977","20,381",16.3,13.8,18.8,"12,334","10,362","14,306",17.2,14.5,19.9,72093.00,"69,553","74,633",.,.,.,.,.,.
6,77,CA,San Joaquin County,"127,598","117,572","137,624",18.5,17,20,"48,563","43,100","54,026",24.5,21.7,27.3,"32,833","28,873","36,793",22.8,20,25.6,50431.00,"49,225","51,637",.,.,.,.,.,.
6,79,CA,San Luis Obispo County,"36,010","31,845","40,175",14,12.4,15.6,"8,239","6,773","9,705",16.7,13.7,19.7,"5,400","4,295","6,505",15,11.9,18.1,58427.00,"55,739","61,115",.,.,.,.,.,.
6,81,CA,San Mateo County,"61,857","55,206","68,508",8.4,7.5,9.3,"17,685","15,175","20,195",11.1,9.5,12.7,"11,887","10,126","13,648",10.5,8.9,12.1,81568.00,"79,865","83,271",.,.,.,.,.,.
6,83,CA,Santa Barbara County,"67,314","61,335","73,293",16.3,14.9,17.7,"20,168","17,309","23,027",21.2,18.2,24.2,"13,694","11,580","15,808",20.3,17.2,23.4,60683.00,"58,687","62,679",.,.,.,.,.,.
6,85,CA,Santa Clara County,"195,277","183,763","206,791",10.8,10.2,11.4,"54,064","48,961","59,167",12.6,11.4,13.8,"38,200","34,710","41,690",12.5,11.4,13.6,91195.00,"89,948","92,442",.,.,.,.,.,.
6,87,CA,Santa Cruz County,"35,647","30,753","40,541",13.9,12,15.8,"9,632","7,700","11,564",17.9,14.3,21.5,"6,481","5,071","7,891",16.7,13.1,20.3,65799.00,"63,306","68,292",.,.,.,.,.,.
6,89,CA,Shasta County,"30,171","26,193","34,149",17.1,14.8,19.4,"9,835","8,110","11,560",25.9,21.4,30.4,"6,961","5,671","8,251",25.1,20.4,29.8,44477.00,"42,365","46,589",.,.,.,.,.,.
6,91,CA,Sierra County,415,327,503,13.7,10.8,16.6,95,74,116,19.5,15.3,23.7,65,50,80,18,14,22,45157.00,"40,690","49,624",.,.,.,.,.,.
6,93,CA,Siskiyou County,"9,244","7,975","10,513",21.2,18.3,24.1,"2,818","2,335","3,301",32.2,26.7,37.7,"1,834","1,486","2,182",28.5,23.1,33.9,36597.00,"34,590","38,604",.,.,.,.,.,.
6,95,CA,Solano County,"58,170","53,830","62,510",14.2,13.1,15.3,"18,281","16,190","20,372",18.7,16.6,20.8,"11,668","10,061","13,275",16.3,14,18.6,61976.00,"60,301","63,651",.,.,.,.,.,.
6,97,CA,Sonoma County,"58,592","52,230","64,954",12.1,10.8,13.4,"15,771","13,418","18,124",15.2,12.9,17.5,"10,319","8,522","12,116",13.6,11.2,16,59855.00,"57,909","61,801",.,.,.,.,.,.
6,99,CA,Stanislaus County,"103,926","95,080","112,772",20.1,18.4,21.8,"39,172","35,125","43,219",27.3,24.5,30.1,"27,748","24,650","30,846",26.6,23.6,29.6,46324.00,"44,503","48,145",.,.,.,.,.,.
6,101,CA,Sutter County,"17,710","15,427","19,993",18.8,16.4,21.2,"6,099","5,076","7,122",24.1,20.1,28.1,"4,254","3,495","5,013",23,18.9,27.1,46524.00,"43,558","49,490",.,.,.,.,.,.
6,103,CA,Tehama County,"13,980","12,101","15,859",22.3,19.3,25.3,"4,876","4,100","5,652",32,26.9,37.1,"3,375","2,805","3,945",30.4,25.3,35.5,38577.00,"35,698","41,456",.,.,.,.,.,.
6,105,CA,Trinity County,"2,887","2,321","3,453",21.7,17.4,26,786,619,953,34.1,26.9,41.3,543,423,663,31.9,24.9,38.9,35162.00,"31,810","38,514",.,.,.,.,.,.
6,107,CA,Tulare County,"132,911","125,323","140,499",29.7,28,31.4,"58,138","54,395","61,881",40.5,37.9,43.1,"41,590","38,826","44,354",40.7,38,43.4,40197.00,"38,691","41,703",.,.,.,.,.,.
6,109,CA,Tuolumne County,"7,438","6,121","8,755",14.8,12.2,17.4,"1,865","1,450","2,280",20.8,16.2,25.4,"1,246",955,"1,537",18.5,14.2,22.8,46624.00,"43,199","50,049",.,.,.,.,.,.
6,111,CA,Ventura County,"96,062","87,858","104,266",11.6,10.6,12.6,"36,174","32,250","40,098",17.7,15.8,19.6,"23,616","20,400","26,832",15.7,13.6,17.8,71043.00,"69,429","72,657",.,.,.,.,.,.
